what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330061504831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330061506375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061507314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061521201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061529485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061530124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330061530127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330061631490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061632339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061638925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061640801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061641901
opened,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1330061643647
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1330061644007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061647053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1330061647072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061867871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061873268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061877950
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1330061878109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061901230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1330061928577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061946121
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1330061946254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061947026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061976490
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1330061977507
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1330061982088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330061984812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330061985677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061988145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061993434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330061994853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061995365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330061999011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062003742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062004133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062005796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062010465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062010814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062018739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062021769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062023802
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062026100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062032569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062033097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062065693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062069627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062070246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062070595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062349759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062362525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1330062367749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330062371395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062389731
executed,command,,,"AUTOGEN:::org.eclipse.wst.html.core.htmlsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1330062391551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062400793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062401829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062407665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062418096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062422064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062426105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062427515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062429279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062430001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062435456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062438778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062439351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062443970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062446315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062446742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062448919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062449376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062449871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062450261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062451106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062456460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062457089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062461778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062465124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062465172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062465174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062470036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062470479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062475099
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1330062477265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062490001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062586457
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1330062588697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330062591572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062592800
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062596135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062602832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062607153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062612138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062612779
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062620384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062625985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062626704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062630881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330062649139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330062650605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062653851
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062654245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062661625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062666488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062890170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062891360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062892147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062915551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062919395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062921553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062923048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062923335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062925335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062926474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062938817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062939631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062940121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062952068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062952610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062953655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062954739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062956706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062980512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062981105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062986677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330062994894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062995467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330062998515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330063001613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330063001985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330063002330
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330063003065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330063004189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063004801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063015983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063019510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063023182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330063028536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330063030746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063038378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063038427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330063038430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063049062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063053372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063740914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330063775943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063777337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063785178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330063786428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063787014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063813858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063821887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063821932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330063821935
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1330063912770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063914119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1330063914138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330063914615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063917659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063925022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063952136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330063953639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330064100784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330064101804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1330064101822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330064106112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330064107605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330065493381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330065495157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330067041511
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330067045904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330067049709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330067259670
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1330067262640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330067267950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330067282830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330067284582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330068286155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330068287931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330068310314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330068311426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070803213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070806309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070960290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070962329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070966679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070967481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070968379
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1330070971064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330070973202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071127626
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330071127652
opened,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1330071137177
activated,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1330071137497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071149959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071783631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071784790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071785804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071791843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071793310
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.100.v201103232243,"org.eclipse.wst.jsdt.debug.core",1330071793345
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330071793562
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1330071794774
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1330071794779
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1330071794782
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1330071794787
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1330071794791
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1330071794801
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1330071794808
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1330071794808
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1330071794812
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1330071794816
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1330071794821
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1330071794830
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.400.v201103082016,"org.eclipse.jst.ws.consumption.ui",1330071794832
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.600.v201103082016,"org.eclipse.jst.ws.consumption",1330071794833
